model,mode,case_id,replicate_index,category,semantic_program_id,template_family_id,provider_ok,latency_s,prompt_tokens,completion_tokens,estimated_cost_usd,response_sha256,json_valid,schema_valid,status_correct,order_exact,constraints_exact,state_preserved_when_blocked,semantic_ok,unsafe_state_change,unintended_drift,identity_error,identity_observable,identity_fidelity,operation_executable,authorized_write_precision,authorized_write_recall,collateral_write_count,status_error,order_error,constraint_error,operation_error,error
nvidia/Cosmos3-Super-Reasoner,line_patch,add_item_010,0,add_item,add_item:template-02,add_item:template-02,True,2.613703966140747,1604.0,137.0,0.0002015,d316a83cfe2aa805d83f83a73da8208a1fd8fcf7c71c8942e397b979fb1b2d57,True,True,True,True,True,,True,False,False,False,True,True,True,1.0,1.0,0.0,False,False,False,False,
nvidia/Cosmos3-Super-Reasoner,rewrite_with_ids,add_item_009,0,add_item,add_item:template-01,add_item:template-01,True,4.309510946273804,1276.0,238.0,0.00019899999999999999,1eba4732c81f56e654c38c4b6e3741cc786515ee29715c7636aaccf46d101a72,True,True,True,True,True,,True,False,False,False,True,True,True,1.0,1.0,0.0,False,False,False,False,
nvidia/Cosmos3-Super-Reasoner,json_patch,add_item_007,0,add_item,add_item:template-07,add_item:template-07,True,7.120074987411499,1223.0,422.0,0.0002489,ee2d4b1270341811662391eede31e97b454dc269e293e3d6cbb211068d349ee3,True,True,True,False,True,,False,False,False,False,True,True,False,0.0,0.0,0.0,False,True,False,True,missing_or_stale_version_test
nvidia/Cosmos3-Super-Reasoner,json_patch,add_item_008,0,add_item,add_item:template-00,add_item:template-00,True,5.840787172317505,1182.0,342.0,0.0002208,37c3a6c28c4bb1226bed419bc484d3b4c9ca40d3cc7ffef0a7babe5f5f35a8dd,True,True,True,False,True,,False,False,False,False,True,True,False,0.0,0.0,0.0,False,True,False,True,missing_or_stale_version_test
nvidia/Cosmos3-Super-Reasoner,line_patch,add_item_011,0,add_item,add_item:template-03,add_item:template-03,True,2.8456456661224365,1647.0,154.0,0.00021089999999999998,0781958d3dc79e0cc35638a9cac0a92b57551578d637fca14d1215e46d159c95,True,True,True,True,True,,True,False,False,False,True,True,True,1.0,1.0,0.0,False,False,False,False,
nvidia/Cosmos3-Super-Reasoner,rewrite_with_ids,add_item_010,0,add_item,add_item:template-02,add_item:template-02,True,4.393401861190796,1268.0,226.0,0.0001946,e24eaa8200fed815ae3ad228e55c938c7c4465563e194bf8cef05e0fc0b2f07c,True,True,True,True,True,,True,False,False,False,True,True,True,1.0,1.0,0.0,False,False,False,False,
nvidia/Cosmos3-Super-Reasoner,json_patch,add_item_009,0,add_item,add_item:template-01,add_item:template-01,True,6.291551828384399,1186.0,375.0,0.00023109999999999998,a6a51b377c4e224703ab3e2966a35db9fe9c601b616c44836ffd2b4f780def4b,True,True,True,False,True,,False,False,False,False,True,True,False,0.0,0.0,0.0,False,True,False,True,missing_or_stale_version_test
nvidia/Cosmos3-Super-Reasoner,line_patch,add_item_012,0,add_item,add_item:template-04,add_item:template-04,True,2.5101609230041504,1610.0,136.0,0.00020179999999999997,194e643d1247b5d7d980aaf79631b955de14d75f569e01d415b8917bc0fbd7e5,True,True,True,True,True,,True,False,False,False,True,True,True,1.0,1.0,0.0,False,False,False,False,
nvidia/Cosmos3-Super-Reasoner,json_patch,add_item_010,0,add_item,add_item:template-02,add_item:template-02,True,6.2269511222839355,1178.0,370.0,0.00022879999999999998,342b96f608fa5a50f0d19bb1eccd3e61b3f61b78c8f58c40695968a79f3208d0,True,True,True,False,True,,False,False,False,False,True,True,False,0.0,0.0,0.0,False,True,False,True,missing_or_stale_version_test
nvidia/Cosmos3-Super-Reasoner,rewrite_with_ids,add_item_011,0,add_item,add_item:template-03,add_item:template-03,True,4.891160011291504,1311.0,288.0,0.00021749999999999997,8d0a721f6d405352ca1d466adb534dfe65d3de8399c368a555cd68db06e1901f,True,True,True,True,True,,True,False,False,False,True,True,True,1.0,1.0,0.0,False,False,False,False,
nvidia/Cosmos3-Super-Reasoner,rewrite_with_ids,add_item_012,0,add_item,add_item:template-04,add_item:template-04,True,3.7906112670898438,1274.0,221.0,0.0001937,054f1f41afc013687921dc3f3db8200f0170beefb82e9499bbc48034063fc13a,True,True,True,True,True,,True,False,False,False,True,True,True,1.0,1.0,0.0,False,False,False,False,
nvidia/Cosmos3-Super-Reasoner,line_patch,add_item_013,0,add_item,add_item:template-05,add_item:template-05,True,2.3616738319396973,1608.0,130.0,0.0001998,588e79813eda52eeb3c01cf659d83fa0713039720ee0ab728eba50eeede5ee0e,True,True,True,True,True,,True,False,False,False,True,True,True,1.0,1.0,0.0,False,False,False,False,
nvidia/Cosmos3-Super-Reasoner,json_patch,add_item_012,0,add_item,add_item:template-04,add_item:template-04,True,6.269493103027344,1184.0,374.0,0.00023059999999999997,123774c430a8731bc648722a0d712227ee61d88e589cf9e76c7fc73a6dce5fcb,True,True,True,False,True,,False,False,False,False,True,True,False,0.0,0.0,0.0,False,True,False,True,missing_or_stale_version_test
nvidia/Cosmos3-Super-Reasoner,line_patch,add_item_014,0,add_item,add_item:template-06,add_item:template-06,True,2.2894089221954346,1656.0,114.0,0.00019979999999999998,c5e5b983ec7e4bbf9c592205cea54742ed98a520047585c7a9803784bc93d029,True,True,False,False,True,,False,False,False,False,True,True,True,0.0,0.0,0.0,True,True,False,False,
nvidia/Cosmos3-Super-Reasoner,json_patch,add_item_011,0,add_item,add_item:template-03,add_item:template-03,True,7.6222310066223145,1221.0,462.0,0.0002607,fa122304b6f7d094b3b1569d429916ffd39defb4647e08532a2550d5aadd2142,True,True,True,False,True,,False,False,False,False,True,True,False,0.0,0.0,0.0,False,True,False,True,missing_or_stale_version_test
nvidia/Cosmos3-Super-Reasoner,json_patch,add_item_013,0,add_item,add_item:template-05,add_item:template-05,True,6.3226401805877686,1182.0,378.0,0.0002316,bca6f8cad0fe3ee92846c0b36876dc15009c2b9a6d0c02476521be74143942df,True,True,True,False,True,,False,False,False,False,True,True,False,0.0,0.0,0.0,False,True,False,True,missing_or_stale_version_test
nvidia/Cosmos3-Super-Reasoner,rewrite_with_ids,add_item_013,0,add_item,add_item:template-05,add_item:template-05,True,4.171100854873657,1272.0,239.0,0.0001989,94794bed418d8e6b8f3458f5f248086eacae22664e53044f480d9375403dac9e,True,True,True,True,True,,True,False,False,False,True,True,True,1.0,1.0,0.0,False,False,False,False,
nvidia/Cosmos3-Super-Reasoner,rewrite_with_ids,add_item_014,0,add_item,add_item:template-06,add_item:template-06,True,4.552056789398193,1320.0,267.0,0.00021209999999999998,bd22c7f2f27172e3174954ab1e96c345d76dbe2ff1dc91bec0c0adc371e5c4c7,True,True,True,True,True,,True,False,False,False,True,True,True,1.0,1.0,0.0,False,False,False,False,
nvidia/Cosmos3-Super-Reasoner,rewrite_with_ids,add_item_015,0,add_item,add_item:template-07,add_item:template-07,True,4.620856761932373,1314.0,269.0,0.0002121,51d40a707972c287d8760a68f3012afcf73b0603709536a9992bdb3b0cd8a1fb,True,True,True,True,True,,True,False,False,False,True,True,True,1.0,1.0,0.0,False,False,False,False,
nvidia/Cosmos3-Super-Reasoner,json_patch,add_item_014,0,add_item,add_item:template-06,add_item:template-06,True,4.8950278759002686,1230.0,286.0,0.00020879999999999998,cd4ae76bffb392cefa89fa9205e87bbcd7bfd61e7678db8b5cd2bdcbd62f4c55,True,True,False,False,True,,False,False,False,False,True,True,False,0.0,0.0,0.0,True,True,False,True,missing_or_stale_version_test
nvidia/Cosmos3-Super-Reasoner,line_patch,add_item_015,0,add_item,add_item:template-07,add_item:template-07,True,2.6866610050201416,1650.0,147.0,0.0002091,31e5bf691c80512d94b0561267d7cf68c7e922543e0c862223e24d4a109a7384,True,True,True,True,True,,True,False,False,False,True,True,True,1.0,1.0,0.0,False,False,False,False,
nvidia/Cosmos3-Super-Reasoner,line_patch,add_item_016,0,add_item,add_item:template-00,add_item:template-00,True,2.564479112625122,1608.0,131.0,0.0002001,88790baf9e220ffe822c4f6659708d3a032ce9ec298265f3f7792b9780bfa1a4,True,True,True,True,True,,True,False,False,False,True,True,True,1.0,1.0,0.0,False,False,False,False,
nvidia/Cosmos3-Super-Reasoner,rewrite_with_ids,add_item_016,0,add_item,add_item:template-00,add_item:template-00,True,3.752307891845703,1272.0,216.0,0.000192,c8b67b9350413719a960619158d0028dc9187ed9161a86c724a1064e156ff747,True,True,True,True,True,,True,False,False,False,True,True,True,1.0,1.0,0.0,False,False,False,False,
nvidia/Cosmos3-Super-Reasoner,line_patch,add_item_017,0,add_item,add_item:template-01,add_item:template-01,True,2.7344980239868164,1614.0,142.0,0.000204,2b707c5053611c8297b799655d552b445354dede7e6bf8b17d4ffffc26aa5c17,True,True,True,True,True,,True,False,False,False,True,True,True,1.0,1.0,0.0,False,False,False,False,
nvidia/Cosmos3-Super-Reasoner,rewrite_with_ids,add_item_017,0,add_item,add_item:template-01,add_item:template-01,True,3.6576149463653564,1278.0,204.0,0.00018899999999999999,1ea82d59dff2b0ae51fefde6f931d84ce2526fd99faf328406e926d5a0e55eb5,True,True,True,True,True,,True,False,False,False,True,True,True,1.0,1.0,0.0,False,False,False,False,
nvidia/Cosmos3-Super-Reasoner,line_patch,add_item_018,0,add_item,add_item:template-02,add_item:template-02,True,2.5216193199157715,1606.0,137.0,0.0002017,d316a83cfe2aa805d83f83a73da8208a1fd8fcf7c71c8942e397b979fb1b2d57,True,True,True,True,True,,True,False,False,False,True,True,True,1.0,1.0,0.0,False,False,False,False,
nvidia/Cosmos3-Super-Reasoner,json_patch,add_item_015,0,add_item,add_item:template-07,add_item:template-07,True,7.693444728851318,1224.0,461.0,0.0002607,39cc21f25de5718540e49fe3b4a20d3b61f4fd96ab9a69cc48489f22519e88fb,True,True,True,False,True,,False,False,False,False,True,True,False,0.0,0.0,0.0,False,True,False,True,missing_or_stale_version_test
nvidia/Cosmos3-Super-Reasoner,rewrite_with_ids,add_item_018,0,add_item,add_item:template-02,add_item:template-02,True,4.196645259857178,1270.0,250.0,0.00020199999999999998,ff213f0dc8c290b90288bde638be305aca10eb9be6a1feae5b3f2315406b465c,True,True,True,True,True,,True,False,False,False,True,True,True,1.0,1.0,0.0,False,False,False,False,
nvidia/Cosmos3-Super-Reasoner,json_patch,add_item_018,0,add_item,add_item:template-02,add_item:template-02,True,6.248552083969116,1180.0,368.0,0.0002284,b608153b29cae93a57b8e9490059628faaac1b67a5276954fea94ecde5932051,True,True,True,False,True,,False,False,False,False,True,True,False,0.0,0.0,0.0,False,True,False,True,missing_or_stale_version_test
nvidia/Cosmos3-Super-Reasoner,line_patch,add_item_019,0,add_item,add_item:template-03,add_item:template-03,True,2.7829880714416504,1650.0,150.0,0.00021,1d7d2aa24b16d64cf70aae74a04eb6a5fdf12d5ec31cc5199be5494a7b074331,True,True,True,True,True,,True,False,False,False,True,True,True,1.0,1.0,0.0,False,False,False,False,
nvidia/Cosmos3-Super-Reasoner,json_patch,add_item_017,0,add_item,add_item:template-01,add_item:template-01,True,6.338399887084961,1188.0,374.0,0.00023099999999999998,d768d99696287b57d09b534b8cbb91dfa4acc8557164735fd3b09814760ea9c5,True,True,True,False,True,,False,False,False,False,True,True,False,0.0,0.0,0.0,False,True,False,True,missing_or_stale_version_test
nvidia/Cosmos3-Super-Reasoner,line_patch,add_item_020,0,add_item,add_item:template-04,add_item:template-04,True,2.6062300205230713,1607.0,136.0,0.0002015,194e643d1247b5d7d980aaf79631b955de14d75f569e01d415b8917bc0fbd7e5,True,True,True,True,True,,True,False,False,False,True,True,True,1.0,1.0,0.0,False,False,False,False,
nvidia/Cosmos3-Super-Reasoner,rewrite_with_ids,add_item_020,0,add_item,add_item:template-04,add_item:template-04,True,3.8670248985290527,1271.0,223.0,0.000194,de5a2a5b3f2bad72782407a225a6e4cbb31ec2363f04fcc97d61816ecf142821,True,True,True,True,True,,True,False,False,False,True,True,True,1.0,1.0,0.0,False,False,False,False,
nvidia/Cosmos3-Super-Reasoner,rewrite_with_ids,add_item_019,0,add_item,add_item:template-03,add_item:template-03,True,4.887855768203735,1314.0,285.0,0.0002169,ed84e89e9ec72746496be9106eec9ac9403746b78137013c9f4bcf201b84b369,True,True,True,True,True,,True,False,False,False,True,True,True,1.0,1.0,0.0,False,False,False,False,
nvidia/Cosmos3-Super-Reasoner,line_patch,add_item_021,0,add_item,add_item:template-05,add_item:template-05,True,2.381469964981079,1608.0,130.0,0.0001998,588e79813eda52eeb3c01cf659d83fa0713039720ee0ab728eba50eeede5ee0e,True,True,True,True,True,,True,False,False,False,True,True,True,1.0,1.0,0.0,False,False,False,False,
nvidia/Cosmos3-Super-Reasoner,rewrite_with_ids,add_item_021,0,add_item,add_item:template-05,add_item:template-05,True,4.1093833446502686,1272.0,234.0,0.0001974,6740928d084f97abafb2b8db223fb125448a44554f8f2f6b9177136cab3cd1e8,True,True,True,True,True,,True,False,False,False,True,True,True,1.0,1.0,0.0,False,False,False,False,
nvidia/Cosmos3-Super-Reasoner,json_patch,add_item_019,0,add_item,add_item:template-03,add_item:template-03,True,8.445981979370117,1224.0,515.0,0.00027689999999999995,2833ffa07f904e12d99f053f0574cbf1aa57d444930e12d01cca4ba772badc14,True,True,True,False,True,,False,False,False,False,True,True,False,0.0,0.0,0.0,False,True,False,True,missing_or_stale_version_test
nvidia/Cosmos3-Super-Reasoner,line_patch,add_item_022,0,add_item,add_item:template-06,add_item:template-06,True,2.5087010860443115,1658.0,132.0,0.0002054,073bb9299fc06691cd140e81230119b15e0355cfbbada41cdf6c3c48e69cc1ac,True,True,True,True,True,,True,False,False,False,True,True,True,1.0,1.0,0.0,False,False,False,False,
nvidia/Cosmos3-Super-Reasoner,json_patch,add_item_020,0,add_item,add_item:template-04,add_item:template-04,True,6.210360765457153,1181.0,374.0,0.0002303,123774c430a8731bc648722a0d712227ee61d88e589cf9e76c7fc73a6dce5fcb,True,True,True,False,True,,False,False,False,False,True,True,False,0.0,0.0,0.0,False,True,False,True,missing_or_stale_version_test
nvidia/Cosmos3-Super-Reasoner,json_patch,add_item_021,0,add_item,add_item:template-05,add_item:template-05,True,6.466734170913696,1182.0,391.0,0.00023549999999999998,1191acff756b412a762e2bb08cdaa03c27aa155cb99dacefb5d04838b82a7cde,True,True,True,False,True,,False,False,False,False,True,True,False,0.0,0.0,0.0,False,True,False,True,missing_or_stale_version_test
nvidia/Cosmos3-Super-Reasoner,rewrite_with_ids,add_item_022,0,add_item,add_item:template-06,add_item:template-06,True,4.631353139877319,1322.0,267.0,0.00021229999999999998,bd22c7f2f27172e3174954ab1e96c345d76dbe2ff1dc91bec0c0adc371e5c4c7,True,True,True,True,True,,True,False,False,False,True,True,True,1.0,1.0,0.0,False,False,False,False,
nvidia/Cosmos3-Super-Reasoner,line_patch,add_item_023,0,add_item,add_item:template-07,add_item:template-07,True,2.5275461673736572,1650.0,133.0,0.0002049,458e4aeb0dae7cd7d2a2cce9a6ab22fbfd9c4b2d0532a350c021c247e1ea9e7c,True,True,True,True,True,,True,False,False,False,True,True,True,1.0,1.0,0.0,False,False,False,False,
nvidia/Cosmos3-Super-Reasoner,line_patch,add_item_024,0,add_item,add_item:template-00,add_item:template-00,True,2.4326059818267822,1607.0,132.0,0.0002003,93b1fb8488a07f4acde75694b632fc78da3b9c1f02e8b5c0cf24da4f0a8b3a7c,True,True,True,True,True,,True,False,False,False,True,True,True,1.0,1.0,0.0,False,False,False,False,
nvidia/Cosmos3-Super-Reasoner,rewrite_with_ids,add_item_023,0,add_item,add_item:template-07,add_item:template-07,True,4.988126039505005,1314.0,291.0,0.0002187,5adf72cee8c5b7891f243fa6110fe5ff363735b6c288101831c9eaacfdcc7843,True,True,True,True,True,,True,False,False,False,True,True,True,1.0,1.0,0.0,False,False,False,False,
nvidia/Cosmos3-Super-Reasoner,rewrite_with_ids,add_item_024,0,add_item,add_item:template-00,add_item:template-00,True,3.696928024291992,1271.0,215.0,0.0001916,78908eebdf98e3c6a92d523f7d96b5f4ce1950e877c161da237558f86cd6316d,True,True,True,True,True,,True,False,False,False,True,True,True,1.0,1.0,0.0,False,False,False,False,
nvidia/Cosmos3-Super-Reasoner,line_patch,add_item_025,0,add_item,add_item:template-01,add_item:template-01,True,2.5285332202911377,1614.0,136.0,0.00020219999999999998,981b52fc9aac173be03f02ac145db42a0b5c649b48d37866d8c18abd79ef3018,True,True,True,True,True,,True,False,False,False,True,True,True,1.0,1.0,0.0,False,False,False,False,
nvidia/Cosmos3-Super-Reasoner,json_patch,add_item_022,0,add_item,add_item:template-06,add_item:template-06,True,8.560749053955078,1232.0,521.0,0.0002795,66687af675abd79e0f8252d4bdca7ec216117be179137897504359de52ef813a,True,True,True,False,True,,False,False,False,False,True,True,False,0.0,0.0,0.0,False,True,False,True,missing_or_stale_version_test
nvidia/Cosmos3-Super-Reasoner,json_patch,add_item_024,0,add_item,add_item:template-00,add_item:template-00,True,5.720293998718262,1181.0,340.0,0.00022009999999999998,f3c804c0b932e3ffea085696897fd973a8b5f11c2e7fb5a134ae2861b0b9b8a7,True,True,True,False,True,,False,False,False,False,True,True,False,0.0,0.0,0.0,False,True,False,True,missing_or_stale_version_test
nvidia/Cosmos3-Super-Reasoner,json_patch,add_item_023,0,add_item,add_item:template-07,add_item:template-07,True,7.47507905960083,1224.0,452.0,0.000258,67794e3f1359237e065b0a6958e2efd7d6e7d0919fe4437b3ca88c6502c271b2,True,True,True,False,True,,False,False,False,False,True,True,False,0.0,0.0,0.0,False,True,False,True,missing_or_stale_version_test
nvidia/Cosmos3-Super-Reasoner,rewrite_with_ids,add_item_025,0,add_item,add_item:template-01,add_item:template-01,True,3.849774122238159,1278.0,225.0,0.00019529999999999998,7a490a56ccc47e0cfd7434859928411a797aefcc36f635306212133a2fe79ca7,True,True,True,True,True,,True,False,False,False,True,True,True,1.0,1.0,0.0,False,False,False,False,
nvidia/Cosmos3-Super-Reasoner,line_patch,add_item_026,0,add_item,add_item:template-02,add_item:template-02,True,2.71588397026062,1604.0,137.0,0.0002015,d316a83cfe2aa805d83f83a73da8208a1fd8fcf7c71c8942e397b979fb1b2d57,True,True,True,True,True,,True,False,False,False,True,True,True,1.0,1.0,0.0,False,False,False,False,
