model,mode,case_id,category,provider_ok,latency_s,prompt_tokens,completion_tokens,json_valid,schema_valid,status_correct,order_exact,constraints_exact,state_preserved_when_blocked,semantic_ok,unsafe_state_change,unintended_drift,identity_error,operation_executable,status_error,order_error,constraint_error,operation_error,error
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,quantity_decrease_005,quantity_decrease,True,1.1543819904327393,1296,111,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,quantity_decrease_003,quantity_decrease,True,1.460024118423462,1288,142,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,quantity_decrease_007,quantity_decrease,True,0.9929800033569336,1293,109,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,quantity_decrease_008,quantity_decrease,True,0.9163031578063965,1297,111,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,quantity_decrease_006,quantity_decrease,True,1.4735841751098633,1287,142,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,quantity_decrease_009,quantity_decrease,True,0.9838628768920898,1290,142,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,modifier_add_scoped_000,modifier_add_scoped,True,1.0657069683074951,1293,153,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,modifier_add_scoped_003,modifier_add_scoped,True,0.7131731510162354,1296,114,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,modifier_add_scoped_001,modifier_add_scoped,True,1.1123459339141846,1296,148,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,modifier_add_scoped_002,modifier_add_scoped,True,1.1532118320465088,1299,156,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,modifier_add_scoped_005,modifier_add_scoped,True,1.062621831893921,1299,156,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,modifier_add_scoped_007,modifier_add_scoped,True,0.9869449138641357,1298,152,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,modifier_add_scoped_004,modifier_add_scoped,True,1.3483691215515137,1297,148,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,modifier_add_scoped_006,modifier_add_scoped,True,1.0293121337890625,1295,153,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,modifier_add_scoped_009,modifier_add_scoped,True,1.0332181453704834,1298,153,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,modifier_add_scoped_008,modifier_add_scoped,True,1.184906005859375,1300,156,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,modifier_reversal_002,modifier_reversal,True,0.9584722518920898,1267,105,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,modifier_reversal_000,modifier_reversal,True,1.1896741390228271,1299,147,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,modifier_reversal_001,modifier_reversal,True,1.1381447315216064,1265,110,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,modifier_reversal_005,modifier_reversal,True,0.9362218379974365,1267,105,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,modifier_reversal_004,modifier_reversal,True,1.0488839149475098,1266,110,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,modifier_reversal_007,modifier_reversal,True,0.6265809535980225,1267,80,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,modifier_reversal_003,modifier_reversal,True,1.2436680793762207,1302,147,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,modifier_reversal_006,modifier_reversal,True,1.211409091949463,1301,147,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,modifier_reversal_008,modifier_reversal,True,1.0872607231140137,1268,105,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,size_change_scoped_000,size_change_scoped,True,1.493685007095337,1300,120,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,size_change_scoped_002,size_change_scoped,True,1.6295738220214844,1301,154,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,size_change_scoped_003,size_change_scoped,True,1.8290467262268066,1303,155,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,modifier_reversal_009,modifier_reversal,True,2.4175620079040527,1304,147,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,size_change_scoped_001,size_change_scoped,True,2.4276208877563477,1296,148,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,size_change_scoped_006,size_change_scoped,True,1.8972642421722412,1302,120,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,size_change_scoped_004,size_change_scoped,True,2.622997999191284,1297,148,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,size_change_scoped_005,size_change_scoped,True,2.3115310668945312,1301,150,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,size_change_scoped_007,size_change_scoped,True,2.121264696121216,1298,148,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,size_change_scoped_008,size_change_scoped,True,2.0440750122070312,1302,150,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,size_change_scoped_009,size_change_scoped,True,2.043421983718872,1305,155,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,replace_item_002,replace_item,True,1.4350321292877197,1302,112,True,True,True,False,True,False,False,False,False,False,True,False,True,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,replace_item_004,replace_item,True,1.6333379745483398,1294,110,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,replace_item_000,replace_item,True,2.3701980113983154,1291,144,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,replace_item_001,replace_item,True,2.190035820007324,1293,145,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,replace_item_003,replace_item,True,1.9481079578399658,1294,144,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,replace_item_006,replace_item,True,1.3953170776367188,1293,109,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,replace_item_005,replace_item,True,2.0125679969787598,1302,111,True,True,True,False,True,False,False,False,False,False,True,False,True,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,replace_item_007,replace_item,True,2.0911989212036133,1295,110,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,constraint_add_safe_002,constraint_add_safe,True,1.5266931056976318,1256,81,True,True,True,True,False,False,False,False,False,False,True,False,False,True,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,constraint_add_safe_003,constraint_add_safe,True,1.5073847770690918,1292,110,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,constraint_add_safe_001,constraint_add_safe,True,2.162980079650879,1249,107,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,constraint_add_safe_005,constraint_add_safe,True,1.0594282150268555,1256,81,True,True,True,True,False,False,False,False,False,False,True,False,False,True,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,replace_item_009,replace_item,True,2.5614540576934814,1296,144,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,replace_item_008,replace_item,True,2.941159963607788,1303,151,True,True,True,False,True,False,False,False,False,False,True,False,True,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,constraint_add_safe_000,constraint_add_safe,True,2.874668598175049,1289,149,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,constraint_add_safe_004,constraint_add_safe,True,2.183270215988159,1250,107,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,constraint_add_safe_006,constraint_add_safe,True,2.09818696975708,1291,149,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,constraint_add_safe_008,constraint_add_safe,True,1.7196509838104248,1257,107,True,True,True,True,False,False,False,False,False,False,True,False,False,True,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,constraint_add_safe_007,constraint_add_safe,True,1.8142609596252441,1251,107,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,constraint_new_conflict_001,constraint_new_conflict,True,2.2088730335235596,1258,160,True,True,True,True,False,True,False,False,False,False,True,False,False,True,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,constraint_new_conflict_003,constraint_new_conflict,True,1.636261224746704,1255,145,True,True,True,True,False,True,False,False,False,False,True,False,False,True,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,constraint_new_conflict_000,constraint_new_conflict,True,2.246868133544922,1252,144,True,True,True,True,False,True,False,False,False,False,True,False,False,True,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,constraint_add_safe_009,constraint_add_safe,True,2.3224220275878906,1294,149,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,constraint_new_conflict_002,constraint_new_conflict,True,2.8204610347747803,1259,226,True,True,True,True,False,True,False,False,False,False,True,False,False,True,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,constraint_new_conflict_006,constraint_new_conflict,True,1.7732129096984863,1254,150,True,True,True,True,False,True,False,False,False,False,True,False,False,True,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,unavailable_add_000,unavailable_add,True,0.8198950290679932,1248,109,True,True,False,False,True,False,False,True,False,False,True,True,True,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,constraint_new_conflict_005,constraint_new_conflict,True,1.7884747982025146,1259,226,True,True,True,True,False,True,False,False,False,False,True,False,False,True,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,constraint_new_conflict_004,constraint_new_conflict,True,1.8277831077575684,1259,188,True,True,False,True,False,True,False,False,False,False,True,True,False,True,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,constraint_new_conflict_009,constraint_new_conflict,True,1.0668110847473145,1257,145,True,True,True,True,False,True,False,False,False,False,True,False,False,True,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,constraint_new_conflict_007,constraint_new_conflict,True,1.3100018501281738,1260,126,True,True,True,True,False,True,False,False,False,False,True,False,False,True,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,constraint_new_conflict_008,constraint_new_conflict,True,1.8335261344909668,1260,199,True,True,True,True,False,True,False,False,False,False,True,False,False,True,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,unavailable_add_006,unavailable_add,True,0.8670961856842041,1250,148,True,True,False,False,True,False,False,True,False,False,True,True,True,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,unavailable_add_003,unavailable_add,True,1.0825672149658203,1251,113,True,True,False,False,True,False,False,True,False,False,True,True,True,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,unavailable_add_004,unavailable_add,True,1.617358922958374,1252,157,True,True,True,True,True,True,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,unavailable_add_002,unavailable_add,True,1.6501669883728027,1257,142,True,True,True,True,True,True,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,unavailable_add_005,unavailable_add,True,1.72141695022583,1257,130,True,True,True,True,True,True,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,unavailable_add_001,unavailable_add,True,1.8981502056121826,1251,127,True,True,True,True,True,True,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,unavailable_add_007,unavailable_add,True,1.7564568519592285,1253,126,True,True,True,True,True,True,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,stale_reference_000,stale_reference,True,1.8725612163543701,1247,116,True,True,True,True,True,True,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,unavailable_add_009,unavailable_add,True,1.979029893875122,1253,148,True,True,False,False,True,False,False,True,False,False,True,True,True,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,unavailable_add_008,unavailable_add,True,2.2021121978759766,1258,139,True,True,True,True,True,True,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,stale_reference_002,stale_reference,True,1.6822900772094727,1254,125,True,True,True,True,True,True,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,stale_reference_001,stale_reference,True,1.8607499599456787,1251,123,True,True,True,True,True,True,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,stale_reference_005,stale_reference,True,1.3754189014434814,1254,110,True,True,True,True,True,True,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,stale_reference_003,stale_reference,True,1.7796828746795654,1250,129,True,True,True,True,True,True,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,stale_reference_004,stale_reference,True,1.673529863357544,1252,154,True,True,True,True,True,True,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,stale_reference_006,stale_reference,True,1.2584211826324463,1249,119,True,True,True,True,True,True,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,stale_reference_008,stale_reference,True,1.078073263168335,1255,129,True,True,True,True,True,True,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,stale_reference_007,stale_reference,True,1.3145520687103271,1253,137,True,True,True,True,True,True,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,line_patch,add_item_000,add_item,True,1.0430850982666016,1496,121,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,stale_reference_009,stale_reference,True,1.220768928527832,1252,121,True,True,True,True,True,True,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,line_patch,add_item_003,add_item,True,1.0685749053955078,1499,127,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,line_patch,add_item_001,add_item,True,1.1591691970825195,1501,136,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,line_patch,add_item_002,add_item,True,1.3865489959716797,1505,147,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,line_patch,add_item_004,add_item,True,1.3897390365600586,1502,128,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,line_patch,add_item_006,add_item,True,1.287052869796753,1498,137,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,line_patch,add_item_007,add_item,True,1.5703318119049072,1503,122,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,line_patch,add_item_005,add_item,True,2.148545026779175,1505,137,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,line_patch,remove_scoped_duplicate_000,remove_scoped_duplicate,True,1.7498161792755127,1582,117,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,line_patch,add_item_008,add_item,True,1.9603831768035889,1506,147,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,line_patch,remove_scoped_duplicate_001,remove_scoped_duplicate,True,1.6880912780761719,1551,111,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,line_patch,add_item_009,add_item,True,2.053126096725464,1501,127,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,line_patch,remove_scoped_duplicate_003,remove_scoped_duplicate,True,1.8265337944030762,1585,111,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,line_patch,remove_scoped_duplicate_002,remove_scoped_duplicate,True,2.4024651050567627,1589,111,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,line_patch,remove_scoped_duplicate_004,remove_scoped_duplicate,True,2.215517997741699,1552,111,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,line_patch,remove_scoped_duplicate_007,remove_scoped_duplicate,True,1.8096020221710205,1553,105,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,line_patch,remove_scoped_duplicate_006,remove_scoped_duplicate,True,2.151435136795044,1584,117,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,line_patch,remove_scoped_duplicate_009,remove_scoped_duplicate,True,1.8960270881652832,1587,119,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,line_patch,remove_scoped_duplicate_005,remove_scoped_duplicate,True,2.2327301502227783,1589,104,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,line_patch,remove_scoped_duplicate_008,remove_scoped_duplicate,True,2.66340708732605,1590,145,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,line_patch,quantity_increase_000,quantity_increase,True,2.3095710277557373,1537,112,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,line_patch,quantity_increase_001,quantity_increase,True,1.8632328510284424,1540,112,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,line_patch,quantity_increase_002,quantity_increase,True,1.858553171157837,1544,112,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
