model,mode,case_id,category,provider_ok,latency_s,prompt_tokens,completion_tokens,json_valid,schema_valid,status_correct,order_exact,constraints_exact,state_preserved_when_blocked,semantic_ok,unsafe_state_change,unintended_drift,identity_error,operation_executable,status_error,order_error,constraint_error,operation_error,error
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,quantity_increase_002,quantity_increase,True,1.518679141998291,1334,109,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,quantity_increase_003,quantity_increase,True,1.7705681324005127,1330,108,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,quantity_increase_001,quantity_increase,True,1.8589441776275635,1330,144,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,quantity_increase_005,quantity_increase,True,1.535102128982544,1334,109,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,quantity_increase_004,quantity_increase,True,1.6235151290893555,1333,112,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,quantity_increase_000,quantity_increase,True,1.9316530227661133,1327,142,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,quantity_increase_007,quantity_increase,True,1.4425709247589111,1331,107,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,quantity_increase_008,quantity_increase,True,1.5712909698486328,1333,107,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,quantity_increase_009,quantity_increase,True,1.7349979877471924,1333,109,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,quantity_increase_010,quantity_increase,True,1.570044994354248,1333,109,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,quantity_increase_006,quantity_increase,True,1.9047749042510986,1331,110,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,quantity_increase_011,quantity_increase,True,1.407512903213501,1330,108,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,quantity_increase_016,quantity_increase,True,1.0638935565948486,1333,107,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,quantity_increase_019,quantity_increase,True,1.0551769733428955,1333,108,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,quantity_increase_013,quantity_increase,True,1.2522950172424316,1333,109,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,quantity_increase_018,quantity_increase,True,1.1903049945831299,1335,109,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,quantity_increase_020,quantity_increase,True,0.9555282592773438,1332,112,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,quantity_increase_012,quantity_increase,True,1.6472091674804688,1335,147,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,quantity_increase_015,quantity_increase,True,1.3593378067016602,1332,142,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,quantity_increase_014,quantity_increase,True,1.396101951599121,1334,145,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,quantity_increase_017,quantity_increase,True,1.3473150730133057,1335,144,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,quantity_increase_022,quantity_increase,True,1.3254809379577637,1336,145,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,quantity_increase_021,quantity_increase,True,1.3596148490905762,1333,109,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,quantity_increase_024,quantity_increase,True,1.5007860660552979,1332,107,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,quantity_increase_026,quantity_increase,True,1.392867088317871,1333,109,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,quantity_increase_028,quantity_increase,True,1.499680995941162,1338,112,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,quantity_increase_027,quantity_increase,True,1.620579719543457,1333,108,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,quantity_increase_023,quantity_increase,True,2.280000925064087,1332,142,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,quantity_decrease_000,quantity_decrease,True,1.6650230884552002,1316,107,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,quantity_increase_025,quantity_increase,True,1.7841870784759521,1335,109,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,quantity_decrease_001,quantity_decrease,True,1.7591612339019775,1322,109,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,quantity_increase_029,quantity_increase,True,1.902005910873413,1336,109,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,quantity_decrease_004,quantity_decrease,True,1.3444218635559082,1325,110,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,quantity_decrease_002,quantity_decrease,True,1.9311919212341309,1327,111,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,quantity_decrease_003,quantity_decrease,True,2.0120646953582764,1323,144,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,quantity_decrease_005,quantity_decrease,True,1.5729007720947266,1324,143,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,quantity_decrease_009,quantity_decrease,True,1.196094036102295,1325,109,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,quantity_decrease_010,quantity_decrease,True,1.1697626113891602,1326,111,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,quantity_decrease_015,quantity_decrease,True,1.0486440658569336,1325,143,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,quantity_decrease_014,quantity_decrease,True,1.170654058456421,1328,147,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,quantity_decrease_007,quantity_decrease,True,1.7381408214569092,1324,143,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,quantity_decrease_006,quantity_decrease,True,1.9096601009368896,1325,147,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,quantity_decrease_008,quantity_decrease,True,1.6919760704040527,1322,142,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,quantity_decrease_011,quantity_decrease,True,1.556955337524414,1323,144,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,quantity_decrease_013,quantity_decrease,True,1.398245096206665,1323,143,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,quantity_decrease_012,quantity_decrease,True,1.5588316917419434,1327,145,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,quantity_decrease_016,quantity_decrease,True,1.0469717979431152,1322,107,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,quantity_decrease_017,quantity_decrease,True,0.7705609798431396,1327,109,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,quantity_decrease_019,quantity_decrease,True,0.7698829174041748,1326,109,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,quantity_decrease_020,quantity_decrease,True,0.6765930652618408,1324,110,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,quantity_decrease_018,quantity_decrease,True,1.042557954788208,1328,146,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,quantity_decrease_021,quantity_decrease,True,1.0390000343322754,1323,108,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,quantity_decrease_023,quantity_decrease,True,0.9694128036499023,1325,108,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,quantity_decrease_025,quantity_decrease,True,0.9377861022949219,1327,109,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,quantity_decrease_027,quantity_decrease,True,0.8252079486846924,1326,109,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,quantity_decrease_026,quantity_decrease,True,0.9663698673248291,1326,146,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,quantity_decrease_024,quantity_decrease,True,1.204530954360962,1321,142,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,quantity_decrease_022,quantity_decrease,True,1.2457091808319092,1330,147,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,quantity_decrease_028,quantity_decrease,True,0.9347999095916748,1330,110,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,modifier_add_scoped_002,modifier_add_scoped,True,0.8121209144592285,1339,117,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,modifier_add_scoped_000,modifier_add_scoped,True,1.08697509765625,1333,153,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,quantity_decrease_029,quantity_decrease,True,1.1207730770111084,1326,143,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,modifier_add_scoped_001,modifier_add_scoped,True,1.0230751037597656,1336,148,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,modifier_add_scoped_004,modifier_add_scoped,True,0.8432292938232422,1339,118,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,modifier_add_scoped_003,modifier_add_scoped,True,1.0475797653198242,1336,147,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,modifier_add_scoped_006,modifier_add_scoped,True,0.9846482276916504,1337,117,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,modifier_add_scoped_005,modifier_add_scoped,True,1.0915887355804443,1338,151,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,modifier_add_scoped_007,modifier_add_scoped,True,1.2237787246704102,1342,156,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,modifier_add_scoped_013,modifier_add_scoped,True,0.7443859577178955,1337,116,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,modifier_add_scoped_008,modifier_add_scoped,True,1.0760269165039062,1339,153,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,modifier_add_scoped_010,modifier_add_scoped,True,1.0435872077941895,1338,156,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,modifier_add_scoped_011,modifier_add_scoped,True,0.9580841064453125,1336,147,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,modifier_add_scoped_009,modifier_add_scoped,True,1.2710700035095215,1339,152,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,modifier_add_scoped_014,modifier_add_scoped,True,1.1280059814453125,1340,156,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,modifier_add_scoped_012,modifier_add_scoped,True,1.1637351512908936,1341,157,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,modifier_add_scoped_017,modifier_add_scoped,True,1.1986041069030762,1341,148,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,modifier_add_scoped_015,modifier_add_scoped,True,1.492272138595581,1343,156,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,modifier_add_scoped_016,modifier_add_scoped,True,1.517043113708496,1339,153,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,modifier_add_scoped_018,modifier_add_scoped,True,1.5358641147613525,1340,156,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,modifier_add_scoped_019,modifier_add_scoped,True,1.4449620246887207,1339,151,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,modifier_add_scoped_026,modifier_add_scoped,True,1.4666409492492676,1338,117,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,modifier_add_scoped_020,modifier_add_scoped,True,1.901550054550171,1338,118,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
Qwen/Qwen3-235B-A22B-Instruct-2507,rewrite,modifier_add_scoped_022,modifier_add_scoped,True,2.020354986190796,1342,156,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,
